project,bucket_end,history_rps,rolling_mean_5,rolling_std_5,hour_of_day,day_of_week,target_next_rps
de.wikipedia.org,2024-01-01 10:00:00,"[1993104, 1244701, 827483, 601848, 507080, 492763, 596024, 818669, 1183179, 1550716]",928270.2,391020.140648228,10,0,1896390
de.wikipedia.org,2024-01-01 11:00:00,"[1244701, 827483, 601848, 507080, 492763, 596024, 818669, 1183179, 1550716, 1896390]",1208995.6,472871.9545156384,11,0,2156817
de.wikipedia.org,2024-01-01 12:00:00,"[827483, 601848, 507080, 492763, 596024, 818669, 1183179, 1550716, 1896390, 2156817]",1521154.2,480303.1736224111,12,0,2245582
de.wikipedia.org,2024-01-01 13:00:00,"[601848, 507080, 492763, 596024, 818669, 1183179, 1550716, 1896390, 2156817, 2245582]",1806536.8,394347.4945371911,13,0,2126376
de.wikipedia.org,2024-01-01 14:00:00,"[507080, 492763, 596024, 818669, 1183179, 1550716, 1896390, 2156817, 2245582, 2126376]",1995176.2,250338.88356098422,14,0,2201237
de.wikipedia.org,2024-01-01 15:00:00,"[492763, 596024, 818669, 1183179, 1550716, 1896390, 2156817, 2245582, 2126376, 2201237]",2125280.4,121349.45631291473,15,0,2278283
de.wikipedia.org,2024-01-01 16:00:00,"[596024, 818669, 1183179, 1550716, 1896390, 2156817, 2245582, 2126376, 2201237, 2278283]",2201659.0,55639.878580025674,16,0,2484105
de.wikipedia.org,2024-01-01 17:00:00,"[818669, 1183179, 1550716, 1896390, 2156817, 2245582, 2126376, 2201237, 2278283, 2484105]",2267116.6,119850.26608664663,17,0,2655507
de.wikipedia.org,2024-01-01 18:00:00,"[1183179, 1550716, 1896390, 2156817, 2245582, 2126376, 2201237, 2278283, 2484105, 2655507]",2349101.6,194214.363060614,18,0,2753958
de.wikipedia.org,2024-01-01 19:00:00,"[1550716, 1896390, 2156817, 2245582, 2126376, 2201237, 2278283, 2484105, 2655507, 2753958]",2474618.0,211719.75461727704,19,0,3169841
de.wikipedia.org,2024-01-01 20:00:00,"[1896390, 2156817, 2245582, 2126376, 2201237, 2278283, 2484105, 2655507, 2753958, 3169841]",2668338.8,298357.2956308593,20,0,3245179
de.wikipedia.org,2024-01-01 21:00:00,"[2156817, 2245582, 2126376, 2201237, 2278283, 2484105, 2655507, 2753958, 3169841, 3245179]",2861718.0,296212.38783683575,21,0,2866793
de.wikipedia.org,2024-01-01 22:00:00,"[2245582, 2126376, 2201237, 2278283, 2484105, 2655507, 2753958, 3169841, 3245179, 2866793]",2938255.6,231020.8000709893,22,0,2273689
de.wikipedia.org,2024-01-01 23:00:00,"[2126376, 2201237, 2278283, 2484105, 2655507, 2753958, 3169841, 3245179, 2866793, 2273689]",2861892.0,346236.3494308476,23,0,1570973
de.wikipedia.org,2024-01-02 00:00:00,"[2201237, 2278283, 2484105, 2655507, 2753958, 3169841, 3245179, 2866793, 2273689, 1570973]",2625295.0,628383.5552424968,0,1,1081623
de.wikipedia.org,2024-01-02 01:00:00,"[2278283, 2484105, 2655507, 2753958, 3169841, 3245179, 2866793, 2273689, 1570973, 1081623]",2207651.4,798572.6612975429,1,1,779744
de.wikipedia.org,2024-01-02 02:00:00,"[2484105, 2655507, 2753958, 3169841, 3245179, 2866793, 2273689, 1570973, 1081623, 779744]",1714564.4,766208.0071660959,2,1,610511
de.wikipedia.org,2024-01-02 03:00:00,"[2655507, 2753958, 3169841, 3245179, 2866793, 2273689, 1570973, 1081623, 779744, 610511]",1263308.0,601417.4959071277,3,1,548699
de.wikipedia.org,2024-01-02 04:00:00,"[2753958, 3169841, 3245179, 2866793, 2273689, 1570973, 1081623, 779744, 610511, 548699]",918310.0,375018.18079021183,4,1,564661
de.wikipedia.org,2024-01-02 05:00:00,"[3169841, 3245179, 2866793, 2273689, 1570973, 1081623, 779744, 610511, 548699, 564661]",717047.6,199879.48117763366,5,1,666242
de.wikipedia.org,2024-01-02 06:00:00,"[3245179, 2866793, 2273689, 1570973, 1081623, 779744, 610511, 548699, 564661, 666242]",633971.4,83566.4366276318,6,1,867732
de.wikipedia.org,2024-01-02 07:00:00,"[2866793, 2273689, 1570973, 1081623, 779744, 610511, 548699, 564661, 666242, 867732]",651569.0,115553.22256518855,7,1,1218852
de.wikipedia.org,2024-01-02 08:00:00,"[2273689, 1570973, 1081623, 779744, 610511, 548699, 564661, 666242, 867732, 1218852]",773237.2,250148.44572565306,8,1,1553934
de.wikipedia.org,2024-01-02 09:00:00,"[1570973, 1081623, 779744, 610511, 548699, 564661, 666242, 867732, 1218852, 1553934]",974284.2,366016.8940693312,9,1,1786750
de.wikipedia.org,2024-01-02 10:00:00,"[1081623, 779744, 610511, 548699, 564661, 666242, 867732, 1218852, 1553934, 1786750]",1218702.0,415560.11337182013,10,1,1928201
de.wikipedia.org,2024-01-02 11:00:00,"[779744, 610511, 548699, 564661, 666242, 867732, 1218852, 1553934, 1786750, 1928201]",1471093.8,385517.75964092754,11,1,2018938
de.wikipedia.org,2024-01-02 12:00:00,"[610511, 548699, 564661, 666242, 867732, 1218852, 1553934, 1786750, 1928201, 2018938]",1701335.0,287802.8734672397,12,1,2147305
de.wikipedia.org,2024-01-02 13:00:00,"[548699, 564661, 666242, 867732, 1218852, 1553934, 1786750, 1928201, 2018938, 2147305]",1887025.6,203885.68897752484,13,1,2137212
de.wikipedia.org,2024-01-02 14:00:00,"[564661, 666242, 867732, 1218852, 1553934, 1786750, 1928201, 2018938, 2147305, 2137212]",2003681.2,135238.63837439357,14,1,2116025
de.wikipedia.org,2024-01-02 15:00:00,"[666242, 867732, 1218852, 1553934, 1786750, 1928201, 2018938, 2147305, 2137212, 2116025]",2069536.2,84053.58444087913,15,1,2079120
de.wikipedia.org,2024-01-02 16:00:00,"[867732, 1218852, 1553934, 1786750, 1928201, 2018938, 2147305, 2137212, 2116025, 2079120]",2099720.0,46660.31898305025,16,1,2164054
de.wikipedia.org,2024-01-02 17:00:00,"[1218852, 1553934, 1786750, 1928201, 2018938, 2147305, 2137212, 2116025, 2079120, 2164054]",2128743.2,29282.514163917003,17,1,2234999
de.wikipedia.org,2024-01-02 18:00:00,"[1553934, 1786750, 1928201, 2018938, 2147305, 2137212, 2116025, 2079120, 2164054, 2234999]",2146282.0,52335.523817002155,18,1,2385634
de.wikipedia.org,2024-01-02 19:00:00,"[1786750, 1928201, 2018938, 2147305, 2137212, 2116025, 2079120, 2164054, 2234999, 2385634]",2195966.4,108221.48793395884,19,1,2757634
de.wikipedia.org,2024-01-02 20:00:00,"[1928201, 2018938, 2147305, 2137212, 2116025, 2079120, 2164054, 2234999, 2385634, 2757634]",2324288.2,238875.23770068758,20,1,3157580
de.wikipedia.org,2024-01-02 21:00:00,"[2018938, 2147305, 2137212, 2116025, 2079120, 2164054, 2234999, 2385634, 2757634, 3157580]",2539980.2,370664.128091403,21,1,2984380
de.wikipedia.org,2024-01-02 22:00:00,"[2147305, 2137212, 2116025, 2079120, 2164054, 2234999, 2385634, 2757634, 3157580, 2984380]",2704045.4,348867.65525259,22,1,2430640
de.wikipedia.org,2024-01-02 23:00:00,"[2137212, 2116025, 2079120, 2164054, 2234999, 2385634, 2757634, 3157580, 2984380, 2430640]",2743173.6,301872.19535001897,23,1,1628364
de.wikipedia.org,2024-01-03 00:00:00,"[2116025, 2079120, 2164054, 2234999, 2385634, 2757634, 3157580, 2984380, 2430640, 1628364]",2591719.6,539612.5313094944,0,2,1118644
de.wikipedia.org,2024-01-03 01:00:00,"[2079120, 2164054, 2234999, 2385634, 2757634, 3157580, 2984380, 2430640, 1628364, 1118644]",2263921.6,782441.679730726,1,2,845835
de.wikipedia.org,2024-01-03 02:00:00,"[2164054, 2234999, 2385634, 2757634, 3157580, 2984380, 2430640, 1628364, 1118644, 845835]",1801572.6,800573.0686331135,2,2,666827
de.wikipedia.org,2024-01-03 03:00:00,"[2234999, 2385634, 2757634, 3157580, 2984380, 2430640, 1628364, 1118644, 845835, 666827]",1338062.0,635451.0273445153,3,2,651147
de.wikipedia.org,2024-01-03 04:00:00,"[2385634, 2757634, 3157580, 2984380, 2430640, 1628364, 1118644, 845835, 666827, 651147]",982163.4,364361.49755351484,4,2,670083
de.wikipedia.org,2024-01-03 05:00:00,"[2757634, 3157580, 2984380, 2430640, 1628364, 1118644, 845835, 666827, 651147, 670083]",790507.2,178860.26396536487,5,2,784481
de.wikipedia.org,2024-01-03 06:00:00,"[3157580, 2984380, 2430640, 1628364, 1118644, 845835, 666827, 651147, 670083, 784481]",723674.6,77439.71021020159,6,2,1024540
de.wikipedia.org,2024-01-03 07:00:00,"[2984380, 2430640, 1628364, 1118644, 845835, 666827, 651147, 670083, 784481, 1024540]",759415.6,140850.46948533753,7,2,1309669
de.wikipedia.org,2024-01-03 08:00:00,"[2430640, 1628364, 1118644, 845835, 666827, 651147, 670083, 784481, 1024540, 1309669]",887984.0,249299.52336095631,8,2,1610396
de.wikipedia.org,2024-01-03 09:00:00,"[1628364, 1118644, 845835, 666827, 651147, 670083, 784481, 1024540, 1309669, 1610396]",1079833.8,344240.284137345,9,2,1806264
de.wikipedia.org,2024-01-03 10:00:00,"[1118644, 845835, 666827, 651147, 670083, 784481, 1024540, 1309669, 1610396, 1806264]",1307070.0,372593.7547877044,10,2,1925083
de.wikipedia.org,2024-01-03 11:00:00,"[845835, 666827, 651147, 670083, 784481, 1024540, 1309669, 1610396, 1806264, 1925083]",1535190.4,329477.38960396056,11,2,2011044
de.wikipedia.org,2024-01-03 12:00:00,"[666827, 651147, 670083, 784481, 1024540, 1309669, 1610396, 1806264, 1925083, 2011044]",1732491.2,250524.06691206334,12,2,2105059
de.wikipedia.org,2024-01-03 13:00:00,"[651147, 670083, 784481, 1024540, 1309669, 1610396, 1806264, 1925083, 2011044, 2105059]",1891569.2,171645.35698631642,13,2,2162654
de.wikipedia.org,2024-01-03 14:00:00,"[670083, 784481, 1024540, 1309669, 1610396, 1806264, 1925083, 2011044, 2105059, 2162654]",2002020.8,127075.93285496668,14,2,2130004
de.wikipedia.org,2024-01-03 15:00:00,"[784481, 1024540, 1309669, 1610396, 1806264, 1925083, 2011044, 2105059, 2162654, 2130004]",2066768.8,86993.01209959338,15,2,2063967
de.wikipedia.org,2024-01-03 16:00:00,"[1024540, 1309669, 1610396, 1806264, 1925083, 2011044, 2105059, 2162654, 2130004, 2063967]",2094545.6,52752.53897434701,16,2,2093411
de.wikipedia.org,2024-01-03 17:00:00,"[1309669, 1610396, 1806264, 1925083, 2011044, 2105059, 2162654, 2130004, 2063967, 2093411]",2111019.0,33424.71366519091,17,2,2120217
de.wikipedia.org,2024-01-03 18:00:00,"[1610396, 1806264, 1925083, 2011044, 2105059, 2162654, 2130004, 2063967, 2093411, 2120217]",2114050.6,33434.07252848507,18,2,2305791
de.wikipedia.org,2024-01-03 19:00:00,"[1806264, 1925083, 2011044, 2105059, 2162654, 2130004, 2063967, 2093411, 2120217, 2305791]",2142678.0,84727.37028375188,19,2,2753590
de.wikipedia.org,2024-01-03 20:00:00,"[1925083, 2011044, 2105059, 2162654, 2130004, 2063967, 2093411, 2120217, 2305791, 2753590]",2267395.2,257361.44931391726,20,2,2915057
de.wikipedia.org,2024-01-03 21:00:00,"[2011044, 2105059, 2162654, 2130004, 2063967, 2093411, 2120217, 2305791, 2753590, 2915057]",2437613.2,335972.1759219951,21,2,2756545
de.wikipedia.org,2024-01-03 22:00:00,"[2105059, 2162654, 2130004, 2063967, 2093411, 2120217, 2305791, 2753590, 2915057, 2756545]",2570240.0,303209.33796438394,22,2,2282420
de.wikipedia.org,2024-01-03 23:00:00,"[2162654, 2130004, 2063967, 2093411, 2120217, 2305791, 2753590, 2915057, 2756545, 2282420]",2602680.6,258742.03461100016,23,2,1508386
de.wikipedia.org,2024-01-04 00:00:00,"[2130004, 2063967, 2093411, 2120217, 2305791, 2753590, 2915057, 2756545, 2282420, 1508386]",2443199.6,513206.2923560467,0,3,1038339
de.wikipedia.org,2024-01-04 01:00:00,"[2063967, 2093411, 2120217, 2305791, 2753590, 2915057, 2756545, 2282420, 1508386, 1038339]",2100149.4,721910.9916034248,1,3,780663
de.wikipedia.org,2024-01-04 02:00:00,"[2093411, 2120217, 2305791, 2753590, 2915057, 2756545, 2282420, 1508386, 1038339, 780663]",1673270.6,744529.3564110417,2,3,650158
de.wikipedia.org,2024-01-04 03:00:00,"[2120217, 2305791, 2753590, 2915057, 2756545, 2282420, 1508386, 1038339, 780663, 650158]",1251993.2,592878.156220787,3,3,585059
de.wikipedia.org,2024-01-04 04:00:00,"[2305791, 2753590, 2915057, 2756545, 2282420, 1508386, 1038339, 780663, 650158, 585059]",912521.0,335957.5880155113,4,3,554645
de.wikipedia.org,2024-01-04 05:00:00,"[2753590, 2915057, 2756545, 2282420, 1508386, 1038339, 780663, 650158, 585059, 554645]",721772.8,176314.07139579076,5,3,712383
de.wikipedia.org,2024-01-04 06:00:00,"[2915057, 2756545, 2282420, 1508386, 1038339, 780663, 650158, 585059, 554645, 712383]",656581.6,82532.18212939726,6,3,954859
de.wikipedia.org,2024-01-04 07:00:00,"[2756545, 2282420, 1508386, 1038339, 780663, 650158, 585059, 554645, 712383, 954859]",691420.8,142521.69636711458,7,3,1333632
de.wikipedia.org,2024-01-04 08:00:00,"[2282420, 1508386, 1038339, 780663, 650158, 585059, 554645, 712383, 954859, 1333632]",828115.6,289436.4989710869,8,3,1639978
de.wikipedia.org,2024-01-04 09:00:00,"[1508386, 1038339, 780663, 650158, 585059, 554645, 712383, 954859, 1333632, 1639978]",1039099.4,399084.1167225777,9,3,1830200
de.wikipedia.org,2024-01-04 10:00:00,"[1038339, 780663, 650158, 585059, 554645, 712383, 954859, 1333632, 1639978, 1830200]",1294210.4,415229.24828032043,10,3,1967852
de.wikipedia.org,2024-01-04 11:00:00,"[780663, 650158, 585059, 554645, 712383, 954859, 1333632, 1639978, 1830200, 1967852]",1545304.2,363897.25005962874,11,3,2048693
de.wikipedia.org,2024-01-04 12:00:00,"[650158, 585059, 554645, 712383, 954859, 1333632, 1639978, 1830200, 1967852, 2048693]",1764071.0,255963.36802597358,12,3,2074887
de.wikipedia.org,2024-01-04 13:00:00,"[585059, 554645, 712383, 954859, 1333632, 1639978, 1830200, 1967852, 2048693, 2074887]",1912322.0,160638.28123208988,13,3,2082046
de.wikipedia.org,2024-01-04 14:00:00,"[554645, 712383, 954859, 1333632, 1639978, 1830200, 1967852, 2048693, 2074887, 2082046]",2000735.6,94417.63129966776,14,3,2067807
de.wikipedia.org,2024-01-04 15:00:00,"[712383, 954859, 1333632, 1639978, 1830200, 1967852, 2048693, 2074887, 2082046, 2067807]",2048257.0,41709.01591262973,15,3,2014179
de.wikipedia.org,2024-01-04 16:00:00,"[954859, 1333632, 1639978, 1830200, 1967852, 2048693, 2074887, 2082046, 2067807, 2014179]",2057522.4,24352.89681003063,16,3,2100766
de.wikipedia.org,2024-01-04 17:00:00,"[1333632, 1639978, 1830200, 1967852, 2048693, 2074887, 2082046, 2067807, 2014179, 2100766]",2067937.0,29034.631342588113,17,3,2105379
de.wikipedia.org,2024-01-04 18:00:00,"[1639978, 1830200, 1967852, 2048693, 2074887, 2082046, 2067807, 2014179, 2100766, 2105379]",2074035.4,32810.66149043631,18,3,2277688
de.wikipedia.org,2024-01-04 19:00:00,"[1830200, 1967852, 2048693, 2074887, 2082046, 2067807, 2014179, 2100766, 2105379, 2277688]",2113163.8,88473.44333617856,19,3,2594270
de.wikipedia.org,2024-01-04 20:00:00,"[1967852, 2048693, 2074887, 2082046, 2067807, 2014179, 2100766, 2105379, 2277688, 2594270]",2218456.4,206451.46120926342,20,3,3108771
de.wikipedia.org,2024-01-04 21:00:00,"[2048693, 2074887, 2082046, 2067807, 2014179, 2100766, 2105379, 2277688, 2594270, 3108771]",2437374.8,380635.135190329,21,3,2888290
de.wikipedia.org,2024-01-04 22:00:00,"[2074887, 2082046, 2067807, 2014179, 2100766, 2105379, 2277688, 2594270, 3108771, 2888290]",2594879.6,371590.0305296685,22,3,2180642
de.wikipedia.org,2024-01-04 23:00:00,"[2082046, 2067807, 2014179, 2100766, 2105379, 2277688, 2594270, 3108771, 2888290, 2180642]",2609932.2,352489.65998020425,23,3,1509508
de.wikipedia.org,2024-01-05 00:00:00,"[2067807, 2014179, 2100766, 2105379, 2277688, 2594270, 3108771, 2888290, 2180642, 1509508]",2456296.2,566351.8183950325,0,4,1089325
de.wikipedia.org,2024-01-05 01:00:00,"[2014179, 2100766, 2105379, 2277688, 2594270, 3108771, 2888290, 2180642, 1509508, 1089325]",2155307.2,774644.8880015668,1,4,900390
de.wikipedia.org,2024-01-05 02:00:00,"[2100766, 2105379, 2277688, 2594270, 3108771, 2888290, 2180642, 1509508, 1089325, 900390]",1713631.0,733581.3717983847,2,4,717617
de.wikipedia.org,2024-01-05 03:00:00,"[2105379, 2277688, 2594270, 3108771, 2888290, 2180642, 1509508, 1089325, 900390, 717617]",1279496.4,521644.32568124426,3,4,642828
de.wikipedia.org,2024-01-05 04:00:00,"[2277688, 2594270, 3108771, 2888290, 2180642, 1509508, 1089325, 900390, 717617, 642828]",971933.6,310120.26441920886,4,4,631744
de.wikipedia.org,2024-01-05 05:00:00,"[2594270, 3108771, 2888290, 2180642, 1509508, 1089325, 900390, 717617, 642828, 631744]",796380.8,175226.534800412,5,4,786457
de.wikipedia.org,2024-01-05 06:00:00,"[3108771, 2888290, 2180642, 1509508, 1089325, 900390, 717617, 642828, 631744, 786457]",735807.2,99456.58841806308,6,4,1068954
de.wikipedia.org,2024-01-05 07:00:00,"[2888290, 2180642, 1509508, 1089325, 900390, 717617, 642828, 631744, 786457, 1068954]",769520.0,159796.4910590968,7,4,1372210
de.wikipedia.org,2024-01-05 08:00:00,"[2180642, 1509508, 1089325, 900390, 717617, 642828, 631744, 786457, 1068954, 1372210]",900438.6,283731.38999243634,8,4,1682633
de.wikipedia.org,2024-01-05 09:00:00,"[1509508, 1089325, 900390, 717617, 642828, 631744, 786457, 1068954, 1372210, 1682633]",1108399.6,382555.4806532511,9,4,1845410
de.wikipedia.org,2024-01-05 10:00:00,"[1089325, 900390, 717617, 642828, 631744, 786457, 1068954, 1372210, 1682633, 1845410]",1351132.8,388105.71128876734,10,4,1946381
de.wikipedia.org,2024-01-05 11:00:00,"[900390, 717617, 642828, 631744, 786457, 1068954, 1372210, 1682633, 1845410, 1946381]",1583117.6,322337.4439984284,11,4,2078132
de.wikipedia.org,2024-01-05 12:00:00,"[717617, 642828, 631744, 786457, 1068954, 1372210, 1682633, 1845410, 1946381, 2078132]",1784953.2,243513.50702694093,12,4,2107061
de.wikipedia.org,2024-01-05 13:00:00,"[642828, 631744, 786457, 1068954, 1372210, 1682633, 1845410, 1946381, 2078132, 2107061]",1931923.4,156134.19084697624,13,4,2057097
de.wikipedia.org,2024-01-05 14:00:00,"[631744, 786457, 1068954, 1372210, 1682633, 1845410, 1946381, 2078132, 2107061, 2057097]",2006816.2,97331.90320013269,14,4,2040009
de.wikipedia.org,2024-01-05 15:00:00,"[786457, 1068954, 1372210, 1682633, 1845410, 1946381, 2078132, 2107061, 2057097, 2040009]",2045736.0,54485.85746044564,15,4,2046995
de.wikipedia.org,2024-01-05 16:00:00,"[1068954, 1372210, 1682633, 1845410, 1946381, 2078132, 2107061, 2057097, 2040009, 2046995]",2065858.8,24286.11526284103,16,4,2074561
de.wikipedia.org,2024-01-05 17:00:00,"[1372210, 1682633, 1845410, 1946381, 2078132, 2107061, 2057097, 2040009, 2046995, 2074561]",2065144.6,23965.072130915858,17,4,2225894
de.wikipedia.org,2024-01-05 18:00:00,"[1682633, 1845410, 1946381, 2078132, 2107061, 2057097, 2040009, 2046995, 2074561, 2225894]",2088911.2,69470.50027860746,18,4,2264016
de.wikipedia.org,2024-01-05 19:00:00,"[1845410, 1946381, 2078132, 2107061, 2057097, 2040009, 2046995, 2074561, 2225894, 2264016]",2130295.0,95097.0085691448,19,4,2630857
de.wikipedia.org,2024-01-05 20:00:00,"[1946381, 2078132, 2107061, 2057097, 2040009, 2046995, 2074561, 2225894, 2264016, 2630857]",2248464.6,208714.00883563134,20,4,3306720
de.wikipedia.org,2024-01-05 21:00:00,"[2078132, 2107061, 2057097, 2040009, 2046995, 2074561, 2225894, 2264016, 2630857, 3306720]",2500409.6,442660.31315246684,21,4,3487979
de.wikipedia.org,2024-01-05 22:00:00,"[2107061, 2057097, 2040009, 2046995, 2074561, 2225894, 2264016, 2630857, 3306720, 3487979]",2783093.2,524239.82400248834,22,4,2852385
de.wikipedia.org,2024-01-05 23:00:00,"[2057097, 2040009, 2046995, 2074561, 2225894, 2264016, 2630857, 3306720, 3487979, 2852385]",2908391.4,444964.9819482877,23,4,1815536
de.wikipedia.org,2024-01-06 00:00:00,"[2040009, 2046995, 2074561, 2225894, 2264016, 2630857, 3306720, 3487979, 2852385, 1815536]",2818695.4,588023.0578651146,0,5,1294080
de.wikipedia.org,2024-01-06 01:00:00,"[2046995, 2074561, 2225894, 2264016, 2630857, 3306720, 3487979, 2852385, 1815536, 1294080]",2551340.0,855643.6041672959,1,5,921513
de.wikipedia.org,2024-01-06 02:00:00,"[2074561, 2225894, 2264016, 2630857, 3306720, 3487979, 2852385, 1815536, 1294080, 921513]",2074298.6,960054.634457977,2,5,732609
de.wikipedia.org,2024-01-06 03:00:00,"[2225894, 2264016, 2630857, 3306720, 3487979, 2852385, 1815536, 1294080, 921513, 732609]",1523224.6,760493.3198582615,3,5,621691
de.wikipedia.org,2024-01-06 04:00:00,"[2264016, 2630857, 3306720, 3487979, 2852385, 1815536, 1294080, 921513, 732609, 621691]",1077085.8,434199.6698337759,4,5,615205
de.wikipedia.org,2024-01-06 05:00:00,"[2630857, 3306720, 3487979, 2852385, 1815536, 1294080, 921513, 732609, 621691, 615205]",837019.6,253973.6364409503,5,5,680393
de.wikipedia.org,2024-01-06 06:00:00,"[3306720, 3487979, 2852385, 1815536, 1294080, 921513, 732609, 621691, 615205, 680393]",714282.2,112087.80113892858,6,5,858365
de.wikipedia.org,2024-01-06 07:00:00,"[3487979, 2852385, 1815536, 1294080, 921513, 732609, 621691, 615205, 680393, 858365]",701652.6,89259.27473064074,7,5,1174415
de.wikipedia.org,2024-01-06 08:00:00,"[2852385, 1815536, 1294080, 921513, 732609, 621691, 615205, 680393, 858365, 1174415]",790013.8,211349.7435308593,8,5,1568856
de.wikipedia.org,2024-01-06 09:00:00,"[1815536, 1294080, 921513, 732609, 621691, 615205, 680393, 858365, 1174415, 1568856]",979446.8,352755.4026542471,9,5,1870731
de.wikipedia.org,2024-01-06 10:00:00,"[1294080, 921513, 732609, 621691, 615205, 680393, 858365, 1174415, 1568856, 1870731]",1230552.0,440142.7494520386,10,5,2028523
de.wikipedia.org,2024-01-06 11:00:00,"[921513, 732609, 621691, 615205, 680393, 858365, 1174415, 1568856, 1870731, 2028523]",1500178.0,433409.75800182443,11,5,2025392
de.wikipedia.org,2024-01-06 12:00:00,"[732609, 621691, 615205, 680393, 858365, 1174415, 1568856, 1870731, 2028523, 2025392]",1733583.4,325808.3813339368,12,5,2082915
de.wikipedia.org,2024-01-06 13:00:00,"[621691, 615205, 680393, 858365, 1174415, 1568856, 1870731, 2028523, 2025392, 2082915]",1915283.4,187106.55997970782,13,5,2136009
de.wikipedia.org,2024-01-06 14:00:00,"[615205, 680393, 858365, 1174415, 1568856, 1870731, 2028523, 2025392, 2082915, 2136009]",2028714.0,88791.51522527363,14,5,2125097
de.wikipedia.org,2024-01-06 15:00:00,"[680393, 858365, 1174415, 1568856, 1870731, 2028523, 2025392, 2082915, 2136009, 2125097]",2079587.2,46497.97391026839,15,5,2199189
de.wikipedia.org,2024-01-06 16:00:00,"[858365, 1174415, 1568856, 1870731, 2028523, 2025392, 2082915, 2136009, 2125097, 2199189]",2113720.4,57761.5256363611,16,5,2329838
de.wikipedia.org,2024-01-06 17:00:00,"[1174415, 1568856, 1870731, 2028523, 2025392, 2082915, 2136009, 2125097, 2199189, 2329838]",2174609.6,86080.66753830385,17,5,2420386
de.wikipedia.org,2024-01-06 18:00:00,"[1568856, 1870731, 2028523, 2025392, 2082915, 2136009, 2125097, 2199189, 2329838, 2420386]",2242103.8,115126.20082222811,18,5,2485111
de.wikipedia.org,2024-01-06 19:00:00,"[1870731, 2028523, 2025392, 2082915, 2136009, 2125097, 2199189, 2329838, 2420386, 2485111]",2311924.2,133934.43318489834,19,5,2898337
de.wikipedia.org,2024-01-06 20:00:00,"[2028523, 2025392, 2082915, 2136009, 2125097, 2199189, 2329838, 2420386, 2485111, 2898337]",2466572.2,236257.3646626915,20,5,3179827
de.wikipedia.org,2024-01-06 21:00:00,"[2025392, 2082915, 2136009, 2125097, 2199189, 2329838, 2420386, 2485111, 2898337, 3179827]",2662699.8,323727.09755558,21,5,3279674
de.wikipedia.org,2024-01-06 22:00:00,"[2082915, 2136009, 2125097, 2199189, 2329838, 2420386, 2485111, 2898337, 3179827, 3279674]",2852667.0,350262.3784096716,22,5,2757479
de.wikipedia.org,2024-01-06 23:00:00,"[2136009, 2125097, 2199189, 2329838, 2420386, 2485111, 2898337, 3179827, 3279674, 2757479]",2920085.6,287362.5664206109,23,5,1925935
de.wikipedia.org,2024-01-07 00:00:00,"[2125097, 2199189, 2329838, 2420386, 2485111, 2898337, 3179827, 3279674, 2757479, 1925935]",2808250.4,479475.3749545851,0,6,1368304
de.wikipedia.org,2024-01-07 01:00:00,"[2199189, 2329838, 2420386, 2485111, 2898337, 3179827, 3279674, 2757479, 1925935, 1368304]",2502243.8,741163.0075893966,1,6,951468
de.wikipedia.org,2024-01-07 02:00:00,"[2329838, 2420386, 2485111, 2898337, 3179827, 3279674, 2757479, 1925935, 1368304, 951468]",2056572.0,860149.1546774897,2,6,736493
de.wikipedia.org,2024-01-07 03:00:00,"[2420386, 2485111, 2898337, 3179827, 3279674, 2757479, 1925935, 1368304, 951468, 736493]",1547935.8,728334.9484333153,3,6,607480
de.wikipedia.org,2024-01-07 04:00:00,"[2485111, 2898337, 3179827, 3279674, 2757479, 1925935, 1368304, 951468, 736493, 607480]",1117936.0,479441.80139699957,4,6,583635
de.wikipedia.org,2024-01-07 05:00:00,"[2898337, 3179827, 3279674, 2757479, 1925935, 1368304, 951468, 736493, 607480, 583635]",849476.0,290373.38763529964,5,6,678004
de.wikipedia.org,2024-01-07 06:00:00,"[3179827, 3279674, 2757479, 1925935, 1368304, 951468, 736493, 607480, 583635, 678004]",711416.0,131530.11551276004,6,6,846182
de.wikipedia.org,2024-01-07 07:00:00,"[3279674, 2757479, 1925935, 1368304, 951468, 736493, 607480, 583635, 678004, 846182]",690358.8,94679.18475229917,7,6,1179892
de.wikipedia.org,2024-01-07 08:00:00,"[2757479, 1925935, 1368304, 951468, 736493, 607480, 583635, 678004, 846182, 1179892]",779038.6,220460.69716808936,8,6,1642553
de.wikipedia.org,2024-01-07 09:00:00,"[1925935, 1368304, 951468, 736493, 607480, 583635, 678004, 846182, 1179892, 1642553]",986053.2,385995.89057056035,9,6,1967359
de.wikipedia.org,2024-01-07 10:00:00,"[1368304, 951468, 736493, 607480, 583635, 678004, 846182, 1179892, 1642553, 1967359]",1262798.0,482295.83897728164,10,6,2204729
de.wikipedia.org,2024-01-07 11:00:00,"[951468, 736493, 607480, 583635, 678004, 846182, 1179892, 1642553, 1967359, 2204729]",1568143.0,498421.21196313464,11,6,2273801
de.wikipedia.org,2024-01-07 12:00:00,"[736493, 607480, 583635, 678004, 846182, 1179892, 1642553, 1967359, 2204729, 2273801]",1853666.8,402796.4369963567,12,6,2282059
de.wikipedia.org,2024-01-07 13:00:00,"[607480, 583635, 678004, 846182, 1179892, 1642553, 1967359, 2204729, 2273801, 2282059]",2074100.2,244056.47912432073,13,6,2313034
